index,alpha_id,status,queue_status,check_passed,check_note,expression,profile,sharpe,fitness,turnover,returns,drawdown,metric_gate_pass,platform_non_self_pass,self_correlation_status,submission_candidate,platform_pass_evidence,platform_gate_reason,pass_proxy_reason,blocked_reason,simulation_id,failure_reasons
11,YPNe8VLv,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 126)-0.5, subindustry))*rank(ts_mean(volume, 126)/(1+adv20))",near_pass_variant:primary,2.39,1.01,0.8161,0.1461,0.0631,,,PENDING,,,LOW_SHARPE:PASS:2.39/1.25; LOW_FITNESS:PASS:1.01/1.0; LOW_TURNOVER:PASS:0.8161/0.01; HIGH_TURNOVER:FAIL:0.8161/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.53/1.03; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.39 > 1.25; Fitness 1.01 > 1.0; Turnover 81.61% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,47kPuy9O55i9vf10K1ccItf,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 81.61% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.39
Turnover
81.61%
Fitness
1.01
Returns
14.61%
Drawdown
6.31%
Margin
0.00‱"
12,P0vxXe9q,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 252)-0.5, subindustry))*rank(ts_mean(volume, 126)/adv20)",near_pass_variant:primary,2.39,1.01,0.8159,0.1468,0.0529,,,PENDING,,,LOW_SHARPE:PASS:2.39/1.25; LOW_FITNESS:PASS:1.01/1.0; LOW_TURNOVER:PASS:0.8159/0.01; HIGH_TURNOVER:FAIL:0.8159/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.51/1.03; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.39 > 1.25; Fitness 1.01 > 1.0; Turnover 81.59% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,VFZMdgw14xubIzz9gyug9a,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 81.59% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.39
Turnover
81.59%
Fitness
1.01
Returns
14.68%
Drawdown
5.29%
Margin
0.00‱"
13,pw8GaEog,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 252)-0.5, subindustry))*rank(ts_mean(volume, 126)/(1+adv20))",near_pass_variant:primary:invert_retry,2.39,1.01,0.8159,0.1468,0.0529,,,PENDING,,,LOW_SHARPE:PASS:2.39/1.25; LOW_FITNESS:PASS:1.01/1.0; LOW_TURNOVER:PASS:0.8159/0.01; HIGH_TURNOVER:FAIL:0.8159/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.51/1.03; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.39 > 1.25; Fitness 1.01 > 1.0; Turnover 81.59% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,3R3XdNg9K4x99jxWEuuo9gy,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 81.59% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.39
Turnover
81.59%
Fitness
1.01
Returns
14.68%
Drawdown
5.29%
Margin
0.00‱"
14,KPnjMpRN,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.75+(-rank(ts_delta(close, 3)))*0.25",,2.38,1.68,0.2215,0.1108,0.0379,True,True,PENDING,True,,LOW_SHARPE:PASS:2.38/1.25; LOW_FITNESS:PASS:1.68/1.0; LOW_TURNOVER:PASS:0.2215/0.01; HIGH_TURNOVER:PASS:0.2215/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.55/1.03; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.38 > 1.25; Fitness 1.68 > 1.0; Turnover 22.15% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:2.38/1.25; LOW_FITNESS:PASS:1.68/1.0; LOW_TURNOVER:PASS:0.2215/0.01; HIGH_TURNOVER:PASS:0.2215/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.55/1.03; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
2.38
Turnover
22.15%
Fitness
1.68
Returns
11.08%
Drawdown
3.79%
Margin
0.00‱"
15,6XRk6GPO,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 126)-0.5, industry))*rank(ts_mean(volume, 126)/adv20)",near_pass_variant:primary,2.38,1.06,0.82,0.1633,0.0654,,,PENDING,,,LOW_SHARPE:PASS:2.38/1.25; LOW_FITNESS:PASS:1.06/1.0; LOW_TURNOVER:PASS:0.82/0.01; HIGH_TURNOVER:FAIL:0.82/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.54/1.03; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.38 > 1.25; Fitness 1.06 > 1.0; Turnover 82.00% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,4zThiX5Jc4pN9Xre8iO8RFD,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 82.00% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.38
Turnover
82.00%
Fitness
1.06
Returns
16.33%
Drawdown
6.54%
Margin
0.00‱"
16,qMnRY59v,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 126)-0.5, industry))*rank(ts_mean(volume, 126)/(1+adv20))",near_pass_variant:primary,2.38,1.06,0.82,0.1633,0.0654,,,PENDING,,,LOW_SHARPE:PASS:2.38/1.25; LOW_FITNESS:PASS:1.06/1.0; LOW_TURNOVER:PASS:0.82/0.01; HIGH_TURNOVER:FAIL:0.82/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.54/1.03; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.38 > 1.25; Fitness 1.06 > 1.0; Turnover 82.00% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,2FMjEadn751YcI6zNT66xQv,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 82.00% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.38
Turnover
82.00%
Fitness
1.06
Returns
16.33%
Drawdown
6.54%
Margin
0.00‱"
17,lerE6qee,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 252)-0.5, industry))*rank(ts_mean(volume, 126)/adv20)",near_pass_variant:primary,2.38,1.06,0.8199,0.1638,0.0544,,,PENDING,,,LOW_SHARPE:PASS:2.38/1.25; LOW_FITNESS:PASS:1.06/1.0; LOW_TURNOVER:PASS:0.8199/0.01; HIGH_TURNOVER:FAIL:0.8199/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.52/1.03; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.38 > 1.25; Fitness 1.06 > 1.0; Turnover 81.99% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,2nIqmWdpa4Et9EhHS6wc1iq,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 81.99% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.38
Turnover
81.99%
Fitness
1.06
Returns
16.38%
Drawdown
5.44%
Margin
0.00‱"
18,KPk5MjYg,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 252)-0.5, industry))*rank(ts_mean(volume, 126)/(1+adv20))",near_pass_variant:primary:invert_retry,2.38,1.06,0.8199,0.1638,0.0544,,,PENDING,,,LOW_SHARPE:PASS:2.38/1.25; LOW_FITNESS:PASS:1.06/1.0; LOW_TURNOVER:PASS:0.8199/0.01; HIGH_TURNOVER:FAIL:0.8199/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.52/1.03; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.38 > 1.25; Fitness 1.06 > 1.0; Turnover 81.99% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,wVykR6Lz4ju9lDbObwbeFA,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 81.99% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.38
Turnover
81.99%
Fitness
1.06
Returns
16.38%
Drawdown
5.44%
Margin
0.00‱"
19,akNOKb71,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 2)))*0.3",,2.37,1.54,0.2222,0.0943,0.0304,True,True,PENDING,True,,LOW_SHARPE:PASS:2.37/1.25; LOW_FITNESS:PASS:1.54/1.0; LOW_TURNOVER:PASS:0.2222/0.01; HIGH_TURNOVER:PASS:0.2222/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.41/1.03; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.37 > 1.25; Fitness 1.54 > 1.0; Turnover 22.22% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:2.37/1.25; LOW_FITNESS:PASS:1.54/1.0; LOW_TURNOVER:PASS:0.2222/0.01; HIGH_TURNOVER:PASS:0.2222/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.41/1.03; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
2.37
Turnover
22.22%
Fitness
1.54
Returns
9.43%
Drawdown
3.04%
Margin
0.00‱"
20,qMnRYdaK,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 126)-0.5, industry))*rank(ts_mean(volume, 63)/adv20)",near_pass_variant:primary,2.36,1.06,0.8194,0.1642,0.0691,,,PENDING,,,LOW_SHARPE:PASS:2.36/1.25; LOW_FITNESS:PASS:1.06/1.0; LOW_TURNOVER:PASS:0.8194/0.01; HIGH_TURNOVER:FAIL:0.8194/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.46/1.02; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.36 > 1.25; Fitness 1.06 > 1.0; Turnover 81.94% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,2Gn0sYdxu4Ts8Xy1cGU9VOG,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 81.94% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.36
Turnover
81.94%
Fitness
1.06
Returns
16.42%
Drawdown
6.91%
Margin
0.00‱"
21,E5qd8rw1,unsubmitted,not_queued:missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 126)-0.5, industry))*rank(ts_mean(volume, 63)/(1+adv20))",near_pass_variant:primary,2.36,1.06,0.8194,0.1642,0.0691,,,PENDING,,,LOW_SHARPE:PASS:2.36/1.25; LOW_FITNESS:PASS:1.06/1.0; LOW_TURNOVER:PASS:0.8194/0.01; HIGH_TURNOVER:FAIL:0.8194/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.46/1.02; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.36 > 1.25; Fitness 1.06 > 1.0; Turnover 81.94% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,36mbBJd8A4qd9J0rE5Orbjj,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 81.94% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.36
Turnover
81.94%
Fitness
1.06
Returns
16.42%
Drawdown
6.91%
Margin
0.00‱"
22,rKbW60A8,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.70+(-rank(ts_delta(close, 2)))*0.30",,2.35,1.98,0.1545,0.1096,0.0369,True,True,PENDING,True,,LOW_SHARPE:PASS:2.35/1.25; LOW_FITNESS:PASS:1.98/1.0; LOW_TURNOVER:PASS:0.1545/0.01; HIGH_TURNOVER:PASS:0.1545/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.72/1.02; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.35 > 1.25; Fitness 1.98 > 1.0; Turnover 15.45% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:2.35/1.25; LOW_FITNESS:PASS:1.98/1.0; LOW_TURNOVER:PASS:0.1545/0.01; HIGH_TURNOVER:PASS:0.1545/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.72/1.02; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
2.35
Turnover
15.45%
Fitness
1.98
Returns
10.96%
Drawdown
3.69%
Margin
0.00‱"
23,zqOg37gV,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 252)-0.5, industry))*rank(ts_mean(volume, 63)/(1+adv20))",near_pass_variant:primary,2.35,1.05,0.8194,0.1641,0.0572,,,PENDING,,,LOW_SHARPE:PASS:2.35/1.25; LOW_FITNESS:PASS:1.05/1.0; LOW_TURNOVER:PASS:0.8194/0.01; HIGH_TURNOVER:FAIL:0.8194/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.42/1.02; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.35 > 1.25; Fitness 1.05 > 1.0; Turnover 81.94% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,3lBQyZ6pi4U0boXwfwldf7e,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 81.94% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.35
Turnover
81.94%
Fitness
1.05
Returns
16.41%
Drawdown
5.72%
Margin
0.00‱"
24,mLZ0raYK,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_neutralize(ts_rank(vwap/close, 252)-0.5, industry))*rank(ts_mean(volume, 63)/adv20)",near_pass_variant:primary:invert_retry,2.35,1.05,0.8194,0.1641,0.0572,,,PENDING,,,LOW_SHARPE:PASS:2.35/1.25; LOW_FITNESS:PASS:1.05/1.0; LOW_TURNOVER:PASS:0.8194/0.01; HIGH_TURNOVER:FAIL:0.8194/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.42/1.02; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 2.35 > 1.25; Fitness 1.05 > 1.0; Turnover 81.94% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=FAIL; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",turnover_at_or_above_70pct,43YRHWaOo4In9sM4uUSzRYD,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:FAIL; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Turnover of 81.94% is above cutoff of 70.00%.

Aggregate Data:
Sharpe
2.35
Turnover
81.94%
Fitness
1.05
Returns
16.41%
Drawdown
5.72%
Margin
0.00‱"
